stratum,index,case_id,candidate_status,delivered_verified_diagnostic,policy_wall_s,episode_wall_s,action,mean_shortcut,pairwise_admission,predictive_status,barrier_status,failure_reason
interior_pair,15,c2de32218926f2e4f24ca8ed2ce17c3943c6973284701c64d73ec64daa60b15b,certified_common_prefix,1,0.06330466596409678,0.1624711670447141,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,16,84a12c1a82bdd3aa2faddae37093bfce4446e0ee95fbafc5ac7e087a4dd175c6,certified_common_prefix,1,0.06432166695594788,0.1678430000320077,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,17,08cd240b0501269f48812d3525e16d08104467e0c111ad4b3657fba74487492d,certified_common_prefix,1,0.06406900007277727,0.1682494169799611,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,18,9588b986ae80fc0272373bbb2d61644b181e127f6d950b7c02972c949f4c9ec8,certified_common_prefix,1,0.06388066709041595,0.16755416605155915,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,19,bfba6d540435a324e967d53c2872b8e7098dce238f4ded08d21fee7ba67d4dc8,certified_common_prefix,1,0.06401770794764161,0.16660341701935977,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,20,bbf49e51911961b271d117ea7361507dfe8375e06b069a465cdd550c861b56e0,certified_common_prefix,1,0.06487004202790558,0.16944616695400327,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,21,f731629bd8371dfe75556aee726aa652fcf1549bf0e041dfc8416c3f4a7892a0,certified_common_prefix,1,0.06163241690956056,0.16631524998228997,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,22,ffa2f0559c4ece94582e855868c94faf7c73a554fc2e24cea9574edaf2efe636,certified_common_prefix,1,0.06220412498805672,0.16723354195710272,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,23,f75f9520ed4a2877880c0bee4d8b0a6d13b7f9e0171aec6254efc3bb70521b19,certified_common_prefix,1,0.06362245802301913,0.16731808299664408,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,24,20013b58df2b1ca958f1fe17d92068f74d4f76ce01fa7edb67e6ebd201097bf4,certified_common_prefix,1,0.07315791596192867,0.1899684170493856,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,25,80bdc39ebab0fbd665b5ad1b3a39766ce1318b4ab64af803b39cf93ef9050052,certified_common_prefix,1,0.07244229200296104,0.1896316659403965,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,26,1a0b3b7403dfc04fd87594b84cdfc958333762aa5e672edc074a85d21f43e881,certified_common_prefix,1,0.07195858308114111,0.18867754202801734,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,27,8c73a36ffe0ce9950f640eb055db489cb145c577c968b627eb899ff0bec9aefa,certified_common_prefix,1,0.07468758302275091,0.19177208305336535,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,28,b7e7bab4acb228fd533c707c445d3d7738269a87668bca2ce797ecb732cd9dc6,certified_common_prefix,1,0.06566312501672655,0.1644264169735834,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,29,571fe54476cd2fb62072c6002814d5d3cda9c3351ae36288eb4f58314f3ae0b5,certified_common_prefix,1,0.06318091601133347,0.1616541249677539,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,30,fccef0fe709315d3cedeca8e905ad9210e457047110817c7cb57d56d0a2836ac,certified_common_prefix,1,0.06650770897977054,0.16471845901105553,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,31,cf80fc32c83e18af6db504ff003aa9732708fc0e3bacc521f303b59e37f98fbc,certified_common_prefix,1,0.0640772090991959,0.16448979103006423,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,32,7cd7f96000dbce28a8637f47f460e4181effcf45e74e8fe4758f8f6b7a0bd388,certified_common_prefix,1,0.0682442500256002,0.1898792909923941,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,33,e0aea81c3eb7a6fcf4cce3894f6b113996b24c82b0cbce11cc6439b5d88f151f,certified_common_prefix,1,0.06828445906285197,0.18922670907340944,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,34,0addc8fbce4c5603f6fbd8c7a80caf57fae8e492cb4051860aa2f1357b45518f,certified_common_prefix,1,0.0750385409919545,0.1913531250320375,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,35,89baace86cdb365eb48f5be174b3bd91e7c9b9fa2604de2105a7d238000e7186,certified_common_prefix,1,0.07463054195977747,0.19039541599340737,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,36,04e0a16981b33cc6de1fbfc813a7d4743c44619dfc6bd3e73106cf7f36c3a9bf,certified_common_prefix,1,0.06707020802423358,0.1710015001008287,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,37,0062b2327b90399fcb76b6713fcbf8b3d50302127f1265489e3c5f404ea2e6b7,certified_common_prefix,1,0.06776370794977993,0.17192887503188103,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,38,1e76a9007cb662d6a2aa9c9cc047d42ce0f79ade1f94593322c0201995ac1fa0,certified_common_prefix,1,0.06458808295428753,0.16989566595293581,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,39,05bd3c3370292ccc8b28a43a81bf0449740b4ba09a28e7f8fc0ab6c93f924cba,certified_common_prefix,1,0.06557208299636841,0.16994662501383573,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,40,9ff2661098feeca67ecf47b77ee8dc8fdf6f9c6310511ebbf084554f0a52ee1d,certified_common_prefix,1,0.07038845797069371,0.1734350830083713,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,41,d36aca5a1873c7a9ccd452e7b5582934072f64b3885232cfe2a49cd03b0e0462,certified_common_prefix,1,0.06776666606310755,0.17202112497761846,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,42,b00f029aead5b94586be14c3531df99cb2ed151e68715daf77813684996a5b8b,certified_common_prefix,1,0.06592537509277463,0.1702167079783976,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,43,c4266a769598a6ca7590aad39f53a3c9dfac413407ae97e3ecb959ef4a924432,certified_common_prefix,1,0.06482479197438806,0.1683671660721302,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,44,b49894e4a679176b04e52b8e2ad66c4d955603a13ad230500497291229e90522,certified_common_prefix,1,0.0635140830418095,0.16740270797163248,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,45,05b79218b6a8114667f635b89fbc59295d620b5cdd3572c9b5f715c14d694090,certified_common_prefix,1,0.06390437507070601,0.16678508301265538,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,46,b002e5e920ea6301be649b251187f8bd54cb27e67f17035f60bab0fbb8e8a2d6,certified_common_prefix,1,0.06444637500680983,0.16715995804406703,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,47,3d8a51e5089229f89b9f3e1f28dc05e099e0dd678bfa9c41b561dfc3cbcc4623,certified_common_prefix,1,0.06307654094416648,0.1667105839587748,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,48,2e21d1a84c2b788b240f2e97bd92f0f24647fe05e37b2f30a80483fcab3db9b8,certified_common_prefix,1,0.06518808309920132,0.1647606670157984,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,49,b68c960c35cb871a322fb32dba5b9ae6e57ed9d21b5872f472c14c6793bd8649,certified_common_prefix,1,0.06417866598349065,0.16484770795796067,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,50,74a3dcabab1f114c3a9a7627c4324bccee78ce713a6679c9de2f89c48e52385e,certified_common_prefix,1,0.06659199995920062,0.16642591694835573,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,51,85db03748adfb3110d146dfe2636c3623d3b2a68e967f2413024fa297fcf3a57,certified_common_prefix,1,0.06553729192819446,0.16448533406946808,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,52,7c116fb220816c8fe3e3727fd71f7c8f3d279d0f133f189f4fee678484698eb8,certified_common_prefix,1,0.07085366593673825,0.17357808398082852,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,53,20e3813e7f3c004083c33671bf1fc5ac30e0563d37388846cfb8a6c9aab7d689,certified_common_prefix,1,0.07104704098310322,0.17614150000736117,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,54,d8390cd3b5a513e8ee85a467d3686d47f0a752a21afb1711acafbe08499b64ce,certified_common_prefix,1,0.07073033298365772,0.17533712496515363,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,55,ea23cd687ae1d0b1eda483c0013687c6f83602bf7f69b75085cef48dd1cae0fc,certified_common_prefix,1,0.07019575010053813,0.1731819169363007,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,56,a9a23c3acdd321ba3178ab7cc407a3f37f679844bb981f2dd4dc7b8d653330f5,certified_common_prefix,1,0.06114850006997585,0.15918558300472796,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,57,60073dc118644df0ef756e9af7f767e81096793bbc22cb676a2f696f850e8333,certified_common_prefix,1,0.06350166699849069,0.162010750034824,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,58,165598adfe3a6f0a7f18bafedce792134a71fd56e6d9d0b41955f7b9d6443a78,certified_common_prefix,1,0.06322612497024238,0.16154920891858637,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,59,affee295aca3714d474736f5517251a5d27e155c46c2138c59ce8c6c8d1e16cf,certified_common_prefix,1,0.06380166707094759,0.161861167056486,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,60,34a9e8d499ec8f45fe8b447ad94f9502e9f2fbb20b025cd05130676979242d56,certified_common_prefix,1,0.06563058297615498,0.16396458307281137,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,61,b818dead8b0fe408b3734e25f4c818c82b557a372d17851ca88a2dffc094ccaf,certified_common_prefix,1,0.06531729106791317,0.16203508398029953,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,62,9f9736f53abaeb6474efef8538814d2c5eaf1ad120849de93d85ff3674e676e0,certified_common_prefix,1,0.06232141703367233,0.15910883399192244,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,63,097da806cabb92dbdebcc3ca5b05ddeea203a5d2f469cdd6aaf1496ee7f0a132,certified_common_prefix,1,0.06573516689240932,0.16351974999997765,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,64,9775429d52748a20f7f9f72f46a986b5a794c1bf11b385a17710efc0c210b737,certified_common_prefix,1,0.05913708289153874,0.15369429206475616,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,65,d2cf68d55ff2952cea410efd443069a63f2469ee0ae3e79a71afc076724e0916,certified_common_prefix,1,0.06197495793458074,0.15669762494508177,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,66,0ef7fb46244870644a6009441f6f0bd070bf55cf7f05652d78c51b624ea743ff,certified_common_prefix,1,0.05954883305821568,0.15488370798993856,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,67,d31769f199598db6c96064be05d9532e369a7d45e36657326e881fb489081602,certified_common_prefix,1,0.06353016709908843,0.16235741693526506,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,68,d6aca0162c9023a1a32fd4776d244841fcdd5751afcf9580e0bb84797bde2d1b,certified_common_prefix,1,0.061298375017941,0.16212858294602484,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,69,78dba1e8d23945a34ad09cf9f4cf0e8c94dd5576867634931084e903855c6b10,certified_common_prefix,1,0.059778833063319325,0.1625445830868557,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,70,00dbcb7f4deb609287a298a14d7db6b330e482b6297965e2282d4834b107e143,certified_common_prefix,1,0.06269029201939702,0.16510966699570417,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,71,76ceea77a1d36c73b7b97ca72ef797911ba2f7f1d150e73d0142a281ab60d3a2,certified_common_prefix,1,0.06025704205967486,0.16411533299833536,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,72,cdabd1c3950783ca5e683d04cddafffc247cc43dfc5d60bca854b012268f86eb,certified_common_prefix,1,0.06370654189959168,0.16199508402496576,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,73,1f7dc55bb91b68cc18c00125e046ffec26fb52f7c9c1c61ca68b73977a83fe89,certified_common_prefix,1,0.05901737499516457,0.1549964159494266,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,74,cfcf27100bdab073155f25361d763ae1e464bfdcd35703b7a7d5195677b5a332,certified_common_prefix,1,0.06128412496764213,0.15796391596086323,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,75,e05f01cad2f39e325977e3c45bc638f7a96aea5473c22886af89075a8e71c4af,certified_common_prefix,1,0.06130195898003876,0.1572715409565717,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,76,a1d8d4b5fd0108578c820fd8426c4205bc0467012346d5b514663e1a0741c781,certified_common_prefix,1,0.06515600008424371,0.16020395804662257,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,77,4b18acfe98aa602a12838e7193d2500f14ac023659eac2cdd1b14bf2503045d8,certified_common_prefix,1,0.06346874998416752,0.15862620901316404,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,78,8f2e985be73fd6a92c8a56d90a664e1a94c25e9004dfddad38bbdbbb73bbab02,certified_common_prefix,1,0.06077104201540351,0.15572758298367262,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,79,07e699deceb43983bd8d55ec55e259b5447ed2aa1c9fc79c2392b5d205989a42,certified_common_prefix,1,0.060568334069103,0.15736904193181545,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,80,3216ef9cb7d9b34cc2452b129191ee145c73a1c728fb3abc26411e0d33fbc0b4,certified_common_prefix,1,0.06872908293735236,0.17601783305872232,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,81,a04a6c69be30171457b8dcc0a123a527ce1240fa8f274c749c76eec1bb70c1e3,certified_common_prefix,1,0.06986454094294459,0.1764634579885751,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,82,c414ef7675c2a3451801367d1e644a13ba484b8989088fe0dcb1e6fac5555c15,certified_common_prefix,1,0.06996600003913045,0.17590137501247227,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,83,38e25d3a305edb9fc4ec2d1346aa7df9e1ffb460d7a6fdfa2317ee61b4b5e6b8,certified_common_prefix,1,0.07047124998643994,0.17607754201162606,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,84,b035a2bf6272888c71e895ec948a032239416ce7b33de0d6dfa9e5d8c370ad9d,certified_common_prefix,1,0.06379441602621228,0.16629662504419684,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,85,77f1f88aa0832af72a20ec66c1212bfb7146db36bc7a68d0800c3238da189127,certified_common_prefix,1,0.06600391608662903,0.16659079201053828,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,86,301f5cc637be245e87ed5655d7bfa3826db99aa89d11ac21df09cf6e83af4de6,certified_common_prefix,1,0.06453279103152454,0.16576104203704745,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,87,9416e093ad24b728ee3a817257d6cf6df43d844e152cd304f1f528d220a8b5bd,certified_common_prefix,1,0.06420341692864895,0.1658593330066651,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,88,f2c6600f6bcefbe8ddf40ce8910f7cc96f4d202771344871f7572342de9ee930,certified_common_prefix,1,0.08221124997362494,0.2311045409878716,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,89,9195d1e857c0c7cee7b68edb3bb8f22daad5173af8570f8b82872ae3ca9de6a1,certified_common_prefix,1,0.08315133303403854,0.2304847090272233,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,90,31762c37dd600673f9b26bf47a5fc33f22398b8b88e3010e575f47c1bd8bef0c,certified_common_prefix,1,0.08555633400101215,0.23413554101716727,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,91,f1569a4eb22ff775e069ff97505325d98c8c01e9ee075a762bd34ea4a6be54b1,certified_common_prefix,1,0.08286820899229497,0.2313907080097124,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,92,66690144e13c5a4d822ef7c4fb41bbfad3f37d9aa37176a3b28c47b933bb5b29,certified_common_prefix,1,0.07331529201474041,0.19075166690163314,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,93,4853f6d9cd08d0e2e0641e2820a13b71a86caaf772ccbc937be4423f5b45ac0c,certified_common_prefix,1,0.07343566697090864,0.19063829199876636,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,94,3885b882595656c67528c37c3acfb53a0ba00e14375f8b4e45b61cc7022e9026,certified_common_prefix,1,0.07362312497571111,0.19102654105518013,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,95,0c12fe5ff02291cb023ebdd4165d1853bb0707ca7307349184fedbead2ea3bed,certified_common_prefix,1,0.07185579102952033,0.19520362501498312,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,96,5be038cf68cab5d6b528701daa8bd0c0e3c369f06b70da9d63ca22774ddb192b,certified_common_prefix,1,0.07160262495744973,0.1819242499768734,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,97,cac6d7324358d2ed5e245206bec8cbcb59367ffb180d57f82b61579853ee522e,certified_common_prefix,1,0.07145679206587374,0.17970729095395654,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,98,67280cd77803bfa5fdfbe6608fb2eba9de4b97142704ed2c2da94b24c85e2711,certified_common_prefix,1,0.07101995905395597,0.17842479201499373,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,99,f7d3efacbd6f5b93e46735d9613d7be6104462f84dd0d323717bdf87526251eb,certified_common_prefix,1,0.07050445897039026,0.1793850000249222,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,100,158382dcc1974cf35c967cc35cb08b4d47c504ebc32937217c9eb96516add3ac,certified_common_prefix,1,0.07265029102563858,0.2003664158983156,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,101,323bd081ad18322fad36cf9a1d93f55be3ea353b7792279ef6df8d34552e3910,certified_common_prefix,1,0.07317433296702802,0.2016052920371294,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,102,29a3185c8668c8447975fd8ea5506a3973b84c4d9c7b6b3582d76b6259c4d5a0,certified_common_prefix,1,0.07241612498182803,0.20021799998357892,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,103,398d7a9e5618ea70f24c38b523ff4ea54cca0b4f31bdd45d8002e1524f8e74f3,certified_common_prefix,1,0.07155495788902044,0.2040220000781119,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,104,1c1bbcd654d9185b776e67f5cc64aead30ffbbcd554a7877192b62f0559a9e7b,certified_common_prefix,1,0.06870125001296401,0.17331729095894843,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,105,b9c7bd205e6585d19e641ac503cb461a9da8c5eef2b4f2bc2e7dbe39bbc3a0e9,certified_common_prefix,1,0.07070837495848536,0.1735458750044927,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,106,606aba64ffbbce5f20e8c45a3e99eba7b2dc1a885e8e8c5acd4261337d0ea742,certified_common_prefix,1,0.06841266597621143,0.1803269590018317,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,107,d4b611eefa94ffc102e357400cc0b2e82608e109b324d19a3d971495057172e5,certified_common_prefix,1,0.06782699993345886,0.17971933295484632,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,108,0ef1bf4fa76239a75abf29308956842e6b948ceb90beee9edd45fbe9012a5700,certified_common_prefix,1,0.0688103340798989,0.19354079198092222,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,109,60ddf727cf2a524b2d8e8832bec8ae43dc0cfd52fbc71850ff7dad7d7c90fee8,certified_common_prefix,1,0.06766691606026143,0.19015625002793968,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,110,546cdbf6d4d70b7392c1b1efe2492e1b09467f1a94ed164d61254da3a03e60c8,certified_common_prefix,1,0.06898820889182389,0.1957907909527421,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,111,7e60775dbabf46fe343e66a86f434a8810c407824eaacc2a2bffa34fe74ccdfe,certified_common_prefix,1,0.07118870900012553,0.19902775005903095,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,112,a58726ad1de6f5843b20a6d63712085990108bf8cfdd2f5aba31871e3945345c,certified_common_prefix,1,0.06495204195380211,0.1711296660359949,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,113,dbc1bac4fdfc1e7e3d7338ec32697113ea458dabc94f5ef8194969f727aa005f,certified_common_prefix,1,0.06378191709518433,0.17053370806388557,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,114,df9faf91dbc7906a5a3ecb628220cc7c43776c58e13ec7632cceb5c27c271556,certified_common_prefix,1,0.06583745905663818,0.1707414590055123,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
interior_pair,115,40d94e31f18f7c5eacd33e560d7eba951c31e15b4e4d48d988110a13de43c0be,certified_common_prefix,1,0.06489020900335163,0.1719257499789819,0;0,revalidated,not_applicable,uncertified_information_or_terminal_bound,uncertified_information,
